DPI peak;promoter name;max expression (TPM);median expression (TPM);5th;25th;75th;95th;kurtosis;skew;TATA;CpG;Gene Symbol
"chr10:31320840..31320859,-";p4@ZNF438;"4,1";"0,4";0;0;"0,8";"1,96";"4,164260035";"1,894380408";TATA-less;CpG;ZNF438
"chr17:44108828..44108848,-";"p@chr17:44108828..44108848,-";"4,1";"0,4";0;"0,1";"0,8";"1,6";"6,081783204";"1,988500525";TATA-less;CpG-less;"chr17:44108828..44108848,-"
"chr3:45430105..45430116,+";p2@LARS2;"4,2";"0,5";0;"0,1";"0,9";"1,86";"3,671578234";"1,579712874";TATA-less;CpG;LARS2
"chr8:146201228..146201233,-";"p@chr8:146201228..146201233,-";"4,2";"0,5";0;0;"0,9";"1,86";"3,850230941";"1,591781657";TATA-less;CpG-less;"chr8:146201228..146201233,-"
"chr12:6798107..6798140,-";p7@ZNF384;"4,2";"0,5";0;"0,2";1;"1,7";"4,54671754";"1,608565171";TATA-less;CpG;ZNF384
"chr5:96082076..96082099,-";"p@chr5:96082076..96082099,-";"4,2";"0,4";0;0;"0,9";"1,9";"3,9860594";"1,750794137";TATA-less;CpG-less;"chr5:96082076..96082099,-"
"chr4:57801184..57801197,+";"p@chr4:57801184..57801197,+";"4,2";"0,5";0;"0,1";"0,9";"1,8";"4,748375942";"1,805805023";TATA-less;CpG-less;"chr4:57801184..57801197,+"
"chr10:135207747..135207756,+";p4@MTG1;"4,2";"0,4";0;0;"0,9";"1,8";"5,223623041";"1,831576077";TATA-less;CpG;MTG1
"chr4:73935366..73935377,-";p2@COX18;"4,2";"0,4";0;"0,2";"0,8";"1,8";"4,73967661";"1,831786369";TATA-less;CpG;COX18
"chr2:29024307..29024320,+";"p@chr2:29024307..29024320,+";"4,2";"0,4";0;0;"0,8";2;"4,44993757";"1,87208044";TATA-less;CpG-less;"chr2:29024307..29024320,+"
"chr20:54967504..54967515,+";p4@CSTF1;"4,2";"0,4";0;0;"0,8";"1,5";"6,385908138";"1,95636747";TATA-less;CpG;CSTF1
"chr10:121335704..121335709,-";"p@chr10:121335704..121335709,-";"4,2";"0,4";0;0;"0,8";"1,76";"5,643314143";"2,01985012";TATA-less;CpG-less;"chr10:121335704..121335709,-"
"chr17:7401413..7401427,+";"p@chr17:7401413..7401427,+";"4,2";"0,4";0;0;"0,8";"1,7";"6,486292363";"2,141269024";TATA-less;CpG-less;"chr17:7401413..7401427,+"
"chr17:71228740..71228759,+";p3@C17orf80;"4,2";"0,4";0;0;"0,7";"1,4";"7,800320958";"2,142706456";TATA-less;CpG;C17orf80
"chr6:17531877..17531888,-";p1@ENST00000333817;"4,3";"0,6";0;"0,2";"1,1";2;"2,019614739";"1,203166497";TATA-less;CpG-less;ENST00000333817
"chr4:15733280..15733281,-";p1@ENST00000498116;"4,3";"0,7";0;"0,3";"1,1";"2,1";"2,335037651";"1,271443275";TATA-less;CpG-less;ENST00000498116
"chr16:30969316..30969329,+";p2@SETD1A;"4,3";"0,8";0;"0,3";"1,3";"2,5";"2,113721946";"1,314097564";TATA-less;CpG;SETD1A
"chr2:39005325..39005334,+";p2@GEMIN6;"4,3";"0,5";0;"0,2";1;"1,8";"2,712458627";"1,31457414";TATA-less;CpG-less;GEMIN6
"chr2:153574459..153574475,-";p8@PRPF40A;"4,3";"0,5";0;"0,1";"0,9";"1,5";"4,121193244";"1,379297329";TATA-less;CpG;PRPF40A
"chr3:33481687..33481713,-";p4@UBP1;"4,3";"0,5";0;0;"1,1";"2,2";"2,325792052";"1,439728384";TATA-less;CpG;UBP1
"chr1:169337046..169337053,-";p3@NME7;"4,3";"0,5";0;0;"0,9";"1,7";"3,507305681";"1,454093605";TATA-less;CpG-less;NME7
"chr15:75940372..75940444,+";p4@SNX33;"4,3";"0,4";0;0;"0,9";2;"2,223380462";"1,469652344";TATA-less;CpG;SNX33
"chr12:51633061..51633095,+";p6@DAZAP2;"4,3";"0,7";0;"0,3";"1,1";"2,4";"2,786586025";"1,477492391";TATA-less;CpG;DAZAP2
"chr10:70530956..70530991,+";p5@CCAR1;"4,3";"0,4";0;0;1;"2,2";"2,312683824";"1,483526067";TATA-less;CpG-less;CCAR1
"chr14:60716230..60716271,+";p4@PPM1A;"4,3";"0,4";0;"0,1";"0,9";"1,9";"3,977952337";"1,741212237";TATA-less;CpG;PPM1A
"chr6:43543942..43543956,+";p2@POLH;"4,3";"0,4";0;0;"0,9";"1,9";"4,30882569";"1,773456292";TATA-less;CpG;POLH
"chr10:126849626..126849633,-";p7@CTBP2;"4,3";"0,4";0;0;"0,8";"1,7";"4,632285531";"1,788944271";TATA-less;CpG;CTBP2
"chr9:114246332..114246341,-";p11@KIAA0368;"4,3";"0,5";0;"0,2";"0,9";"1,76";"5,500240749";"1,815599654";TATA-less;CpG;KIAA0368
"chr10:29747936..29747941,+";"p@chr10:29747936..29747941,+";"4,3";"0,4";0;0;"0,8";"1,6";"5,12489142";"1,817929904";TATA-less;CpG-less;"chr10:29747936..29747941,+"
"chr8:30601734..30601745,+";p3@UBXN8;"4,3";"0,4";0;0;"0,8";"1,7";"5,325810857";"1,825774073";TATA-less;CpG-less;UBXN8
"chr20:56064184..56064188,-";p1@HMGB1P1;"4,3";"0,4";0;0;"0,7";"1,5";"5,626615037";"1,878471854";TATA-less;CpG-less;HMGB1P1
"chr6:131936203..131936207,-";"p@chr6:131936203..131936207,-";"4,3";"0,4";0;0;"0,9";"1,9";"5,057904288";"1,883916655";TATA-less;CpG-less;"chr6:131936203..131936207,-"
"chr1:222838536..222838540,-";"p@chr1:222838536..222838540,-";"4,3";"0,4";0;0;"0,8";"1,5";"6,09565907";"1,942041919";TATA-less;CpG-less;"chr1:222838536..222838540,-"
"chr1:220445737..220445749,-";p4@RAB3GAP2;"4,3";"0,4";0;0;"0,7";"1,6";"5,643711531";"1,969782691";TATA-less;CpG;RAB3GAP2
"chr2:128785688..128785699,-";p4@SAP130;"4,3";"0,4";0;0;"0,7";"1,4";"8,229212514";"2,066204088";TATA-less;CpG;SAP130
"chr11:47600549..47600561,-";p2@KBTBD4;"4,3";"0,4";0;"0,1";"0,8";"1,5";"8,133788534";"2,166128525";TATA-less;CpG;KBTBD4
"chr13:111567433..111567444,-";p3@ANKRD10;"4,4";"0,6";0;"0,2";"1,2";"2,4";"1,824962918";"1,322112801";TATA-less;CpG;ANKRD10
"chr2:38977272..38977290,+";"p@chr2:38977272..38977290,+";"4,4";"0,6";0;"0,2";"1,1";"2,2";"2,35638456";"1,367669866";TATA-less;CpG-less;"chr2:38977272..38977290,+"
"chr22:42475671..42475680,+";p4@C22orf32;"4,4";"0,5";0;"0,2";1;"1,8";"3,509306";"1,501334415";TATA-less;CpG;C22orf32
"chr2:238969375..238969397,-";"p@chr2:238969375..238969397,-";"4,4";"0,5";0;"0,1";1;"2,2";"2,747444811";"1,533968265";TATA-less;CpG;"chr2:238969375..238969397,-"
"chr9:127952102..127952113,-";p4@PPP6C;"4,4";"0,6";0;"0,3";1;"1,86";"4,027088047";"1,539631901";TATA-less;CpG;PPP6C
"chr1:78444914..78444936,+";p9@DNAJB4;"4,4";"0,5";0;"0,2";"0,9";"1,9";"4,628620211";"1,672889103";TATA-less;CpG;DNAJB4
"chr15:67358128..67358133,+";p12@SMAD3;"4,4";"0,4";0;0;"0,8";"1,6";"4,694686326";"1,689552758";TATA-less;CpG;SMAD3
"chr3:50336730..50336742,-";p3@HYAL3;"4,4";"0,5";0;"0,2";1;"2,1";"3,6730688";"1,70964612";TATA-less;CpG;HYAL3
"chr4:140223670..140223682,-";p5@NDUFC1;"4,4";"0,4";0;"0,1";"0,9";"1,86";"4,097754543";"1,743245051";TATA-less;CpG-less;NDUFC1
"chr12:110011352..110011363,-";p2@MMAB;"4,4";"0,5";0;"0,2";"0,9";"1,66";"5,819796529";"1,786546944";TATA-less;CpG;MMAB
"chr17:30677020..30677053,-";"p@chr17:30677020..30677053,-";"4,4";"0,4";0;0;"0,8";"1,9";"4,864863326";"1,868611276";TATA-less;CpG;"chr17:30677020..30677053,-"
"chrX:153714994..153715005,-";p2@UBL4A;"4,4";"0,5";0;"0,1";"0,8";"1,6";"6,298664937";"1,938754384";TATA-less;CpG;UBL4A
"chr20:36662182..36662193,+";p6@RPRD1B;"4,4";"0,5";0;"0,2";"0,9";"1,9";"5,732340653";"1,952113095";TATA-less;CpG;RPRD1B
"chr7:128171128..128171144,-";"p@chr7:128171128..128171144,-";"4,4";"0,5";0;"0,1";"0,9";"1,76";"5,799367952";"1,983856799";TATA-less;CpG;"chr7:128171128..128171144,-"
"chr2:232321454..232321480,-";p2@SNORD20;"4,4";"0,4";0;0;"0,8";"1,86";"5,993968488";"2,030479196";TATA-less;CpG-less;SNORD20
"chr10:32323757..32323769,-";"p@chr10:32323757..32323769,-";"4,4";"0,4";0;0;"0,8";"1,9";"5,995063415";"2,044121031";TATA-less;CpG-less;"chr10:32323757..32323769,-"
"chr20:49547554..49547563,-";p6@ADNP;"4,4";"0,5";0;"0,2";"0,9";"1,7";"6,935758496";"2,052107479";TATA-less;CpG-less;ADNP
"chr6:36570861..36570875,+";"p@chr6:36570861..36570875,+";"4,4";"0,4";0;0;"0,8";"1,6";"6,791455632";"2,061426524";TATA-less;CpG-less;"chr6:36570861..36570875,+"
"chr6:35699291..35699315,+";"p@chr6:35699291..35699315,+";"4,4";"0,4";0;0;"0,8";"1,7";"6,404003429";"2,106699558";TATA-less;CpG;"chr6:35699291..35699315,+"
"chr10:49514679..49514684,+";p3@MAPK8;"4,4";"0,4";0;0;"0,8";"1,6";"7,016774138";"2,118214134";TATA-less;CpG;MAPK8
"chr1:29508469..29508479,-";p3@SRSF4;"4,4";"0,4";0;0;"0,7";"1,4";"9,358614581";"2,216786949";TATA-less;CpG;SRSF4
"chr10:126848947..126848961,-";p6@CTBP2;"4,5";"0,7";0;"0,3";"1,1";2;"2,206049513";"1,097173694";TATA-less;CpG;CTBP2
"chrX:14047917..14047934,-";p3@GEMIN8;"4,5";"0,7";0;"0,2";"1,1";"2,26";"2,297012841";"1,350785058";TATA-less;CpG;GEMIN8
"chr18:32924431..32924440,-";p2@ZNF24;"4,5";"0,7";0;"0,3";"1,2";"2,4";"2,433636834";"1,376661341";TATA-less;CpG;ZNF24
"chr14:20923008..20923019,-";p4@OSGEP;"4,5";"0,7";0;"0,3";"1,1";"1,8";"4,180083454";"1,442688283";TATA-less;CpG;OSGEP
"chr1:43148244..43148275,+";p5@YBX1;"4,5";"0,6";0;"0,2";"1,1";"2,1";"3,339560627";"1,493897985";TATA-less;CpG;YBX1
"chr6:127664663..127664682,-";p6@ECHDC1;"4,5";"0,6";0;0;"1,1";"2,2";"2,91442594";"1,539604285";TATA-less;CpG;ECHDC1
"chr10:70103562..70103567,-";"p@chr10:70103562..70103567,-";"4,5";"0,5";0;"0,1";1;2;"3,527986202";"1,611092983";TATA-less;CpG-less;"chr10:70103562..70103567,-"
"chr11:67275692..67275699,-";p8@CDK2AP2;"4,5";"0,5";0;"0,2";1;"2,2";"3,584641018";"1,648031096";TATA-less;CpG;CDK2AP2
"chr11:117038648..117038671,+";"p@chr11:117038648..117038671,+";"4,5";"0,6";0;"0,2";"1,1";"2,2";"4,118300417";"1,693512617";TATA-less;CpG-less;"chr11:117038648..117038671,+"
"chr3:197577850..197577863,-";p1@ENST00000452862;"4,5";"0,4";0;0;"0,9";"1,6";"5,111873349";"1,709545807";TATA-less;CpG-less;ENST00000452862
"chr17:18759503..18759524,-";"p@chr17:18759503..18759524,-";"4,5";"0,5";0;"0,2";1;"1,86";"4,574911999";"1,729522005";TATA-less;CpG-less;"chr17:18759503..18759524,-"
"chr1:27306568..27306572,+";p1@ENST00000310055;"4,5";"0,5";0;"0,1";"0,9";"1,7";"5,224112758";"1,73280718";TATA-less;CpG-less;ENST00000310055
"chr19:41810112..41810132,+";"p@chr19:41810112..41810132,+";"4,5";"0,6";0;"0,2";1;"1,9";"4,914587306";"1,750109805";TATA-less;CpG-less;"chr19:41810112..41810132,+"
"chr10:12110929..12110940,+";p3@DHTKD1;"4,5";"0,6";0;"0,2";1;"1,9";"4,775886972";"1,79414054";TATA-less;CpG;DHTKD1
"chr19:17447488..17447512,+";p3@GTPBP3;"4,5";"0,6";0;"0,2";"1,1";"2,3";"4,414330288";"1,796634865";TATA-less;CpG-less;GTPBP3
"chr4:44728629..44728642,-";p3@GNPDA2;"4,5";"0,5";0;0;"0,8";"1,6";"5,710608702";"1,813847742";TATA-less;CpG;GNPDA2
"chr16:2034108..2034119,+";p3@GFER;"4,5";"0,4";0;"0,1";"0,8";"1,66";"5,375472856";"1,865567726";TATA-less;CpG;GFER
"chr2:46852137..46852141,+";"p@chr2:46852137..46852141,+";"4,5";"0,5";0;"0,1";"0,9";"1,76";"5,956294905";"1,877411627";TATA-less;CpG-less;"chr2:46852137..46852141,+"
"chr12:56401175..56401225,+";p3@IKZF4;"4,5";"0,4";0;"0,1";"0,9";"1,7";"6,302403976";"1,881128994";TATA-less;CpG;IKZF4
"chr3:180665686..180665694,+";"p@chr3:180665686..180665694,+";"4,5";"0,4";0;0;"0,9";"2,16";"4,230641238";"1,883701698";TATA-less;CpG-less;"chr3:180665686..180665694,+"
"chr19:3980034..3980053,-";p13@EEF2;"4,5";"0,5";0;"0,2";"0,9";2;"5,212899157";"1,944336049";TATA-less;CpG-less;EEF2
"chr8:37594231..37594238,+";p6@ERLIN2;"4,5";"0,4";0;0;"0,7";"1,4";"8,698742224";"2,032840788";TATA-less;CpG;ERLIN2
"chr19:7993786..7993809,-";p3@TIMM44;"4,5";"0,4";0;0;"0,8";"1,96";"6,404724229";"2,206638524";TATA-less;CpG-less;TIMM44
"chr7:98992399..98992403,-";"p@chr7:98992399..98992403,-";"4,5";"0,4";0;0;"0,8";2;"6,745550242";"2,219439713";TATA-less;CpG-less;"chr7:98992399..98992403,-"
"chr1:202861208..202861211,-";"p@chr1:202861208..202861211,-";"4,6";"0,8";0;"0,3";"1,3";"2,36";"1,744674714";"1,157906721";TATA-less;CpG-less;"chr1:202861208..202861211,-"
"chr3:49131752..49131779,-";p7@QRICH1;"4,6";"0,7";0;"0,3";"1,2";"2,16";"2,271519106";"1,229513753";TATA-less;CpG;QRICH1
"chr3:101395999..101396010,-";p3@ZBTB11;"4,6";"0,7";0;"0,4";"1,2";"2,1";"2,533538598";"1,283576333";TATA-less;CpG;ZBTB11
"chr19:12662314..12662328,-";p2@ZNF564;"4,6";"0,6";0;"0,2";"1,1";"2,06";"2,953869913";"1,399714975";TATA-less;CpG-less;ZNF564
"chr15:67358146..67358157,+";p7@SMAD3;"4,6";"0,7";0;"0,3";"1,2";"2,2";"2,756141333";"1,400772942";TATA-less;CpG;SMAD3
"chr5:130329943..130329961,+";p1@ENST00000508316;"4,6";"0,6";0;"0,3";"1,1";"2,1";"2,866166231";"1,41882389";TATA-less;CpG-less;ENST00000508316
"chr12:110434183..110434188,-";p6@GIT2;"4,6";"0,6";0;"0,3";"1,1";"2,1";"3,868090934";"1,563032833";TATA-less;CpG;GIT2
"chr19:44100548..44100581,+";p2@ZNF576;"4,6";"0,5";0;"0,2";"0,9";"1,9";"4,526216175";"1,670385762";TATA-less;CpG;ZNF576
"chr10:120817638..120817658,-";"p@chr10:120817638..120817658,-";"4,6";"0,5";0;0;1;"2,3";"3,328666235";"1,698899588";TATA-less;CpG-less;"chr10:120817638..120817658,-"
"chr1:65886244..65886250,+";p7@LEPR;"4,6";"0,5";0;"0,1";"0,9";2;"4,739644837";"1,80358204";TATA-less;CpG;LEPR
"chr15:57210759..57210775,+";p7@TCF12;"4,6";"0,4";0;0;1;"2,1";"4,325725071";"1,836027071";TATA-less;CpG;TCF12
"chr6:119670955..119670961,-";p3@MAN1A1;"4,6";"0,4";0;0;"0,8";"1,6";"5,791176774";"1,855026797";TATA-less;CpG;MAN1A1
"chr20:17949657..17949664,+";p7@C20orf72;"4,6";"0,4";0;0;"0,9";"1,96";"4,642288668";"1,869255445";TATA-less;CpG;C20orf72
"chr19:39903485..39903521,+";p5@PLEKHG2;"4,6";"0,5";0;"0,2";1;"2,2";"4,764811842";"1,876404985";TATA-less;CpG;PLEKHG2
"chr13:39587394..39587447,-";p5@PROSER1;"4,6";"0,4";0;0;"0,8";2;"4,931521811";"1,951247333";TATA-less;CpG-less;PROSER1
"chr22:20098901..20098905,+";"p@chr22:20098901..20098905,+";"4,6";"0,4";0;0;"0,7";"1,4";"7,004775949";"1,952007799";TATA-less;CpG-less;"chr22:20098901..20098905,+"
"chr12:56367916..56367924,+";p4@RAB5B;"4,6";"0,4";0;0;"0,8";"1,9";"5,784410551";"2,017836208";TATA-less;CpG;RAB5B
"chr7:40173473..40173487,-";"p@chr7:40173473..40173487,-";"4,6";"0,5";0;"0,1";"0,9";"1,86";"6,544449347";"2,058899153";TATA-less;CpG-less;"chr7:40173473..40173487,-"
"chrX:55744228..55744242,+";p3@RRAGB;"4,6";"0,4";0;"0,1";"0,8";"1,8";"6,275112142";"2,074171892";TATA-less;CpG-less;RRAGB
"chr10:50747140..50747151,-";"p3@ERCC6,p3@PGBD3";"4,6";"0,4";0;0;"0,8";"1,8";"6,494217237";"2,100341289";TATA-less;CpG;PGBD3
"chr9:125027034..125027045,-";p3@RBM18;"4,6";"0,4";0;0;"0,7";"1,66";"7,130377183";"2,14381424";TATA-less;CpG;RBM18
"chr15:22833464..22833473,+";p4@TUBGCP5;"4,6";"0,5";0;"0,1";"0,8";"1,56";"7,933476281";"2,168204291";TATA-less;CpG;TUBGCP5
"chr17:8093455..8093468,-";p4@C17orf59;"4,6";"0,4";0;"0,1";"0,7";"1,6";"8,876036138";"2,358478419";TATA-less;CpG;C17orf59
"chr1:70671434..70671440,+";p13@SRSF11;"4,6";"0,4";0;0;"0,7";"1,46";"9,314886398";"2,386318179";TATA-less;CpG;SRSF11
"chr19:16739031..16739038,-";"p2@CALR3,p2@MED26";"4,6";"0,4";0;"0,1";"0,7";"1,5";"9,358675537";"2,409218544";TATA-less;CpG;MED26
"chr17:41465674..41465708,-";p5@LOC100130581;"4,6";"0,4";0;0;"0,7";"1,6";"9,464426035";"2,471658985";TATA-less;CpG-less;LOC100130581
"chr1:36689993..36690002,+";p2@THRAP3;"4,7";1;0;"0,6";"1,5";"2,6";"1,425497217";"0,991873202";TATA-less;CpG;THRAP3
"chr2:201753871..201753888,-";p4@PPIL3;"4,7";"0,9";0;"0,4";"1,5";"2,7";"1,263762181";"1,004689143";TATA-less;CpG-less;PPIL3
"chr1:244816467..244816478,+";p2@PPPDE1;"4,7";"0,8";0;"0,4";"1,3";"2,5";"1,924984415";"1,225962884";TATA-less;CpG;PPPDE1
"chr16:740419..740435,-";p2@WDR24;"4,7";"0,8";0;"0,4";"1,4";"2,6";"1,914445439";"1,24322306";TATA-less;CpG;WDR24
"chr5:14653497..14653501,-";p1@ENST00000503537;"4,7";"0,6";0;"0,2";"1,1";"2,2";"2,891370195";"1,403414278";TATA-less;CpG-less;ENST00000503537
"chr11:65769928..65769966,-";p3@EIF1AD;"4,7";"0,6";0;"0,3";1;"1,9";"3,526209759";"1,422406539";TATA-less;CpG;EIF1AD
"chr18:5296138..5296159,-";p3@ZFP161;"4,7";"0,6";0;"0,3";1;"2,1";"3,251385389";"1,444907287";TATA-less;CpG;ZFP161
"chrX:16217426..16217434,-";p1@RPL6P30;"4,7";"0,5";0;0;"0,9";"1,6";"4,511973304";"1,474611104";TATA-less;CpG-less;RPL6P30
"chr6:150039249..150039258,-";p2@LATS1;"4,7";"0,5";0;"0,2";"0,8";"1,6";"5,612497622";"1,695709615";TATA-less;CpG;LATS1
"chr12:56367905..56367914,+";p3@RAB5B;"4,7";"0,5";0;"0,2";1;"2,2";"3,710607116";"1,698799741";TATA-less;CpG;RAB5B
"chr7:139044254..139044280,+";p5@LUC7L2;"4,7";"0,4";0;"0,1";"0,9";"1,7";"5,053689038";"1,706947768";TATA-less;CpG;LUC7L2
"chr1:155657737..155657751,+";p2@DAP3;"4,7";"0,5";0;"0,1";1;"2,06";"4,368614834";"1,79824843";TATA-less;CpG-less;DAP3
"chr2:240322663..240322676,-";p4@HDAC4;"4,7";"0,4";0;0;"0,9";"2,3";"3,558767608";"1,806033397";TATA-less;CpG;HDAC4
"chr12:46384371..46384382,-";p5@SCAF11;"4,7";"0,4";0;0;"0,8";"1,86";"4,830957431";"1,834305176";TATA-less;CpG;SCAF11
"chr10:126847927..126847942,-";"p@chr10:126847927..126847942,-";"4,7";"0,4";0;0;"0,9";"1,76";"6,11036514";"1,975757425";TATA-less;CpG;"chr10:126847927..126847942,-"
"chr19:48972502..48972512,+";p4@CYTH2;"4,7";"0,4";0;0;"0,8";"1,7";"6,552860095";"1,991172714";TATA-less;CpG;CYTH2
"chr1:100435612..100435623,+";p2@SLC35A3;"4,7";"0,4";0;0;"0,9";2;"5,304849104";"1,999337925";TATA-less;CpG;SLC35A3
"chr9:96800241..96800246,+";p1@ENST00000445119;"4,7";"0,5";0;"0,2";"0,9";"1,9";"6,545399304";"2,010531078";TATA-less;CpG-less;ENST00000445119
"chr17:61904420..61904429,-";p3@FTSJ3;"4,7";"0,4";0;0;"0,8";"1,9";"6,205064579";"2,07260942";TATA-less;CpG-less;FTSJ3
"chr14:105886349..105886360,+";p3@MTA1;"4,7";"0,4";0;0;"0,8";"1,8";"6,682995868";"2,087437627";TATA-less;CpG-less;MTA1
"chr1:1284818..1284828,-";p3@DVL1;"4,7";"0,4";0;0;"0,8";"1,7";"6,858539717";"2,110598069";TATA-less;CpG;DVL1
"chr17:42264395..42264409,+";p3@TMUB2;"4,7";"0,5";0;"0,2";"0,9";"1,7";"8,028779841";"2,225018757";TATA-less;CpG;TMUB2
"chr21:38445302..38445313,-";p6@PIGP;"4,7";"0,4";0;0;"0,7";"1,5";"8,445123001";"2,245743107";TATA-less;CpG;PIGP
"chr19:38867031..38867045,+";"p@chr19:38867031..38867045,+";"4,7";"0,4";0;0;"0,8";"1,9";"7,861808814";"2,286821084";TATA-less;CpG-less;"chr19:38867031..38867045,+"
"chr3:66271489..66271500,+";p3@SLC25A26;"4,7";"0,4";0;0;"0,7";"1,3";"11,14820189";"2,438784083";TATA-less;CpG;SLC25A26
"chr2:95787766..95787784,-";p6@MRPS5;"4,8";"0,9";0;"0,4";"1,4";"2,4";"2,580538332";"1,279052572";TATA-less;CpG;MRPS5
"chr1:145477302..145477360,+";p1@AB590077;"4,8";"0,6";0;"0,2";"1,3";"2,5";"2,26072654";"1,402924277";TATA-less;CpG;AB590077
"chr6:143771914..143771927,+";p4@PEX3;"4,8";"0,8";0;"0,4";"1,4";"2,8";"2,432855066";"1,416275841";TATA-less;CpG;PEX3
"chr1:44805000..44805011,-";p4@ERI3;"4,8";"0,7";0;"0,3";"1,1";"1,76";"4,775740304";"1,426877298";TATA-less;CpG-less;ERI3
"chr2:61765732..61765758,-";p4@XPO1;"4,8";"0,7";0;"0,3";"1,2";"2,1";"3,570961703";"1,440712268";TATA-less;CpG;XPO1
"chr1:224544527..224544536,+";p4@CNIH4;"4,8";"0,6";0;"0,2";"1,2";"2,2";"2,924475694";"1,449271507";TATA-less;CpG;CNIH4
"chr5:176730733..176730744,-";p2@RAB24;"4,8";"0,7";0;"0,3";"1,2";"2,1";"3,519626318";"1,45165214";TATA-less;CpG;RAB24
"chr12:100661142..100661151,+";p6@SCYL2;"4,8";"0,6";0;"0,2";"1,2";"2,3";"2,691491211";"1,452164136";TATA-less;CpG;SCYL2
"chr1:35734385..35734400,+";p6@ZMYM4;"4,8";"0,6";0;"0,2";"1,1";"2,1";"3,265356725";"1,466205863";TATA-less;CpG;ZMYM4
"chr3:49377499..49377515,-";p2@USP4;"4,8";"0,8";0;"0,4";"1,2";"2,2";"4,045255463";"1,536106422";TATA-less;CpG;USP4
"chr7:72936279..72936300,-";p4@BAZ1B;"4,8";"0,7";0;"0,2";"1,2";"2,4";"3,567849385";"1,556009794";TATA-less;CpG;BAZ1B
"chr1:38455760..38455765,-";p3@SF3A3;"4,8";"0,6";0;"0,3";1;"1,9";"4,749848367";"1,568887978";TATA-less;CpG;SF3A3
"chr11:71639683..71639716,-";p1@ENST00000529844;"4,8";"0,6";0;"0,2";"1,1";"2,36";"3,481828603";"1,610981921";TATA-less;CpG-less;ENST00000529844
"chr1:173793834..173793845,+";p4@DARS2;"4,8";"0,5";0;0;1;"2,3";"3,276920477";"1,664147488";TATA-less;CpG;DARS2
"chr16:75657136..75657145,-";p2@ADAT1;"4,8";"0,6";0;"0,2";1;2;"4,333520511";"1,673465861";TATA-less;CpG;ADAT1
"chr3:138327417..138327439,+";p4@FAIM;"4,8";"0,4";0;0;"0,8";"1,8";"4,803659719";"1,72283635";TATA-less;CpG-less;FAIM
"chr2:170493371..170493391,+";"p@chr2:170493371..170493391,+";"4,8";"0,4";0;0;"0,9";"2,2";"3,673095518";"1,765226506";TATA-less;CpG-less;"chr2:170493371..170493391,+"
"chr17:38792325..38792330,-";p3@SMARCE1;"4,8";"0,4";0;0;"0,8";"1,6";"5,579028953";"1,771059147";TATA-less;CpG-less;SMARCE1
"chr15:83876502..83876518,-";p4@HDGFRP3;"4,8";"0,5";0;0;1;"1,9";"4,815437091";"1,794706008";TATA-less;CpG;HDGFRP3
"chr9:127020294..127020301,+";p6@NEK6;"4,8";"0,4";0;0;"0,9";"1,7";"4,681334666";"1,832479648";TATA-less;CpG;NEK6
"chr1:159728933..159728935,+";p1@ENST00000426330;"4,8";"0,5";0;"0,1";"0,9";"1,7";"6,514504825";"1,840252325";TATA-less;CpG-less;ENST00000426330
"chr11:8704227..8704249,-";"p@chr11:8704227..8704249,-";"4,8";"0,4";0;"0,1";"0,9";"1,9";"4,75906488";"1,846797241";TATA-less;CpG;"chr11:8704227..8704249,-"
"chr20:42086516..42086519,+";p4@SRSF6;"4,8";"0,4";0;"0,2";"0,7";"1,4";"8,12991992";"1,874949828";TATA-less;CpG;SRSF6
"chr17:42297000..42297022,-";p15@UBTF;"4,8";"0,4";0;"0,1";"0,8";"1,6";"6,041666285";"1,8850332";TATA-less;CpG;UBTF
"chr19:41798330..41798348,+";p26@HNRNPUL1;"4,8";"0,5";0;"0,1";"0,9";"2,1";"5,067658191";"1,928364605";TATA-less;CpG-less;HNRNPUL1
"chr2:118771733..118771744,-";p3@CCDC93;"4,8";"0,4";0;0;"0,8";"1,66";"5,763074139";"1,943092784";TATA-less;CpG;CCDC93
"chr1:173793764..173793776,+";p6@DARS2;"4,8";"0,4";0;0;"0,8";"1,7";"6,299992609";"1,950945027";TATA-less;CpG;DARS2
"chr2:219110211..219110226,+";"p@chr2:219110211..219110226,+";"4,8";"0,4";0;0;"0,9";"2,3";"4,511323994";"1,98412771";TATA-less;CpG-less;"chr2:219110211..219110226,+"
"chr12:16064227..16064238,+";p3@DERA;"4,8";"0,4";0;0;"0,9";"1,8";"6,149052677";"2,003692886";TATA-less;CpG;DERA
"chr19:41809911..41809932,+";"p@chr19:41809911..41809932,+";"4,8";"0,4";0;0;"0,8";"1,5";"7,406249931";"2,026799389";TATA-less;CpG-less;"chr19:41809911..41809932,+"
"chr21:34602188..34602199,+";p2@IFNAR2;"4,8";"0,5";0;"0,2";"0,8";"1,6";"6,900086346";"2,045443304";TATA-less;CpG-less;IFNAR2
"chr22:22337204..22337215,-";p2@TOP3B;"4,8";"0,5";0;"0,2";"0,8";"1,6";"8,491514484";"2,130436776";TATA-less;CpG;TOP3B
"chr3:16306494..16306505,-";p3@DPH3;"4,8";"0,5";0;"0,2";"0,8";"1,4";"8,861072064";"2,161862714";TATA-less;CpG;DPH3
"chr14:68888950..68888958,-";p1@ENST00000557078;"4,8";"0,4";0;0;"0,7";"1,4";"9,491651668";"2,166188503";TATA-less;CpG-less;ENST00000557078
